wallet_address,points
0xbd79A3956f88d5838978590e98D08B868E8e21af,30
0xBf92CECA7128a93210DeC30A881cE1ffc59a712E,30
0xC0E5F9F62b73d93734D3aDD9b312891051c287EB,30
0xC0ef2781b8d398cBE23a50304381cfdB49c004bD,30
0xc12459110e532163f550e20B74B37279135b4d10,30
0xC280ff006535E504b43eC131D83cE3dd630cF590,30
0xC853f0bfcC067A0007246Ac9FeF39DD1c4313140,30
0xce7fF67E22A540cf6a64ac55AE606BC8F0806a34,30
0xD27E8725f4c882d708098F56b7874FEeFD3C534c,30
0xD4eE9dDd200a30d6488250869B942E71F9748Ba9,30
0xd8dFd1dA1feDA5FB7ff26cA1C6Cb3904Eba21266,30
0xDaBB97145F4832744F79EF56ffEa5CF335BDbb77,30
0xdBAD60b3f9a3e3CA655F29459CB1f6BC1219024b,30
0xDEbbd63722778591Dfe74aA05d392cFBBd68573E,30
0xe10B87A1EF1Da15D94127f869471D3364aca7c0F,30
0xe27C4aE16E7A85125ce88ba50636967B55204B76,30
0xe3a6051c0CC136771064023B7a299338EDA490DC,30
0xe59D658b3778DdF2991C11aB7716243F19C8Cd17,30
0xe726658211A92EcB5cAaFBee9bBC582C0D2B0c81,30
0xEc3FcE3ccb222A3C1c79D256CEd60E2D729D2548,30
0xf0246C84bB2dCB2C68A17047480a669D59E2F41C,30
0xF0F3C36937F3D0f717611074888d0fDd7F0e5a81,30
0xf7c37DaC1D35bb7d969EF29dDa60EA334d1694D2,30
0xFE6B9652099D5dA00506d049e82A83dBe25F828A,30
0xFefA0D175683816F7f5c53bB8555f20920Ce55f2,30
0x2938AFd9B656D26CCA344F10367Fe43844A3cD55,29.5
0x0c11388F27C58a0A2ee54530303b7C6F07a1a932,29
0x1850c9Fed7af426de8D14C9F19D19A6A2126bF58,29
0x19E15E72a183FB3a88F14c000227Aeec3e8A28DD,29
0x232f8c2FccBc03cDCB4ea9e157E4253A7A5a5212,29
0x3148353f9b8B0dEe8123239B28Db2415a67ba84d,29
0x41c5282Ad1174490ea2cd5C8d7E43617f06F530c,29
0x43fEA79F3bdADff2dcF6fBc4bEB962B68dAF2d4B,29
0x44051355Ce29DC462Fe2E2BC4883ab4516C9f4C1,29
0x459CDD01b5D951acc28dC112035aDe2FebC7917E,29
0x47914594b1308f3B9D879B0B5566f3FD93108d43,29
0x4a27435f146376c1aA8B3141c982C6F529DbeF5D,29
0x4e8678e341b29987D978Ca819Ba232441752B835,29
0x4FbbC309E07bf4A8f9a5b3068a0deF3b9d4eC418,29
0x50355eF0FD0C618b114646ceDDa05Ae115a4395c,29
0x6A1873bed47192BAcfe3738B26B271F90D66C813,29
0x6b47618980E2ca3f2ad93aE799002952f941c0Ee,29
0x6C951e7c711b7B32659998F265228BCb75B0ABF5,29
0x726A9321415A55d2b52860BC25B43971C2Cc43be,29
0x7351e8AC0Bb6cc4Fb23DC410005ba7665f0050F1,29
0x73D9499c92F6be9492830e90805dab7809b6f9E6,29
0x75b26202E34A576D5A4Fc49D98AcC559920791d4,29
0x76Be2d5814D83490d1139DA440D2e5220F32aF02,29
0x7b1F54106FFB134aC9ef6a84C6965765e5Be98E8,29
0x81d78014A792907bA102FE35f32B637281D42Ee7,29
0x89d886dd2eA5722D4f21394b3A1a24DA20Eeebcb,29
0x9032B25924F9A9C64092F211AFe920C416f17f7d,29
0x9DC0B379339F252F9cb797B9f744d5c8916D0CB0,29
0x9FFb3e2eA9cf95bDb6aB28fd135A7b52AC50F491,29
0xb34F9803F07f30A381f70CD7B2fd30062c57e19e,29
0xc429ee0257187f0B1AD726A2D53B656171cDC769,29
0xD7457725666707D9Ca65A48089AEfD8451F0De3d,29
0xDd2f15E8d31AE0a53DBE9319fE1C45A52b7a0803,29
0xe4Da47e60212aB72f3AB224FDa3A328C62f8BDd0,29
0xe7B3A8D74601ec33D42A4d5EdA00567B2CbafB10,29
0xE9508Fe3817ef53aEbF3aeD2f130b554216B8D03,29
0xfC2143B558a2AFfc39Ab8F9ABB9F4940EBA5E53b,29
0x079AFA31f2606440b37A1240F5B8f71D7b480816,28
0x0Ba7625577712260A0DEbb43Ce0FDd34Ad44d5A3,28
0x0Bc13d91f4A3C873F186463CFbB9a2263924FaD0,28
0x0e1F34A8bc8264ACe4147679986e50C2B5f15Cb1,28
0x18039729aaddf9627847179a73110F01720371a5,28
0x36561D06C243BdfE8083b993ee7C4cB45c48e888,28
0x394C1AAB82ED7e996D24E556197f2a1C98e1C7EC,28
0x3Acf3c014B060730289D86e318191E2F706600Aa,28
0x44121fdC01F182637c0CB322541424d25a3f9603,28
0x4702B87e98bd6920d35eBbCfCD8D3562dF31bA7A,28
0x4Dd43dEdB16298bF7C42A9911AA39Ca558fed1B7,28
0x4E5559Ed0326612bed442420fA3Dd232EdCe5A56,28
0x4f160A0059a1655A38E63f50b1ee57d684A30200,28
0x52aFFF23b847d3DEab7dA552C4E957EF2b417BB6,28
0x596e52d6e8a5d291A857bB379d1dae605A2539D9,28
0x6867b4B0c029DC8db78157600c97129bd66D339d,28
0x6Bf030dd49d213627Aae888f1C94C2B26e9c461f,28
0x790305833c6ff5728971970b2B0B5823e91A33b8,28
0x794A363769d079Ab2B41078EdB711Be0Acd1Ca47,28
0x7ab856E4Bc2F6954691F3EE128E3b1459d9b5d00,28
0x8029de6a5941028D6A54ABE72D4Dd99500196E5a,28
0x808608317A855Fd22ee0b7BB944Acb542D2D24fc,28
0x815426852B4878701d233146c4A7b107FF1a955E,28
0x8822C1279b24A011993EA5132D5Cc39690C5f564,28
0x8D7fD08D896eb125d5639BA2aB6FdF40bbabcbc0,28
0xa297FfCA4763F89A8BF9DcFA9972E4d6979A4F02,28
0xa99cd83d3134a8c2E77Cec51212cfdB0EF40554b,28
0xB0c7c583BFee8A0Df0cC0b7F9D246732E671109F,28
0xb464e1304861a4Cf25aFc22aDB0F452353Af1511,28
0xb5164Efe36f9c6f6004af3dD92a79B041B27b824,28
0xB53eb0Fa9d01550bE9755b703bAe23A7f08305C3,28
0xB56af1E36d0F8E49c818d92078bC95b490C61C87,28
0xC0f18b5f7F0B6E8b83Ac2002E90a0696125505E1,28
0xC1Dc997cA1b3D2DD106765D6c64E50e0e437Cf99,28
0xCd7622Fa6bFE07Af1230Dcc048ed0c7110B026D1,28
0xDE01D6Cc8BfF76CFcae8eF2024B79CBc5837b8E9,28
0xdEA59e29A701E02191cDEe3e9701F247156e7A65,28
0xE2a9e29011344C433568700bbdB5b3FC5F7F0431,28
0xe5534e190b6c58853d12863568C829518390cAb4,28
0xf7DCA4E7A8255129bC38e1d203aBC486eaB9C5F1,28
0x0167a913DB2A0a616954fB63c685f90C086C0190,27
0x01fB8A4d779050596C23ebedfCa14F9eB35257A6,27
0x08aEfb2C8561f48bEe57BA8Ed39E5107EB63B4F5,27
0x0b1A6c7A5C1C3a810fC358B878d589B867fb5484,27
0x0FF21b4BE095e1f003397533342CE00b84555b6a,27
0x133f8727F063D70CfD05Bb96cE2ec5c5E1984ecA,27
0x1984Ab7F4db9F954A43b5386A361A711A1190b71,27
0x1AF3C165c39cBDb3de489D9AB1Dc5469685F4291,27
0x1c5eA4bddF072fB39A800b57303588A09CEE6f7e,27
0x1f0Cbd64ab525e42F0cAC2843cd52aE174D719D4,27
0x20b3EFa685f0D88Dc823dEb17b4cC284DFa738cF,27
0x2200fAEbD4F509bb632466e5C7435E6697D857bf,27
0x225F8D0ADf0a839A1B8c4B08008EEc43d04359f4,27
0x2552157CA88de9848c45b02419e01688B8FB02E1,27
0x28c56C7F993FfC8c4C9F4E52eB05964654100783,27
0x2f9762EE2357e25381FbadC6620acBbeF7b35A81,27
0x31d6FcFC4E58c982Ed9fbd69bF14847F698bF7D6,27
0x3672Ed422d0172CDF63a894153c8Aa080B53Cb64,27
0x39Af83dc605ee81d8e9fd2B77aC58376bA5B5b80,27
0x3b066d68BE8FB3188A2Fc97e8c658aF8FAc9a737,27
0x3c6cd5Db6B551d1e44d383d760d137624de6B34A,27
0x3dC31619D721738d265922e62D08f6345316E9C6,27
0x4311692e489CEa127F38005E65C72aC3F7eF1882,27
0x4313e600709Aec9F12d15Fa8697c64A76De01910,27
0x4c82354e461C687CC5309F5e0A87F6e5A8510576,27
0x50399765224cA86754Db028F0573bd99FF5cdAc2,27
0x5303888104fb96b81ADc3c8a5CAd4B7780F98c3E,27
0x583031279f3A826A7940e4DE16589e02103CB4Af,27
0x59A95d6212BAc67E8F2ADd6d925BDDf3bc09AcFF,27
0x60eBbc33E17Ead748CEe2B839cF7c3F3D11b2342,27
0x611387B886AeeF3DcA41Af078733c72BbF07e823,27
0x64E4537cd31dFFb353BF75BC94Fd91d7C62e176c,27
0x688044Be0AE7c462eD26c4B7CA4c828040EA998E,27
0x69fe6F91c34a25265Ea9442C55580995e7098d3F,27
0x7307A144AEc0C4F0DE66a5af7e1f794c9515847d,27
0x7441e0595c409DEd2d9F8818a102558180e4e7aF,27
0x754dcBe5ce6717406230E1e32b46d9741205071e,27
0x77223762565ab71af6627Da41d46a890488877b8,27
0x7E09791c5014e8A4E7b3DcEbB2A5f7BeEeE9668b,27
0x824f03D1a0987E51576c313fF04B7b0f7352Af28,27
0x87E61Eb69362CE185e7373212Bc8546f5A216B04,27
0x89a899747392d97264EAF78253ba4fc847d975E0,27
0x8f83Be56984554ce7e48B1A963668A312eD2353b,27
0x91D2Ac849acceaa2f5A7a0b76Cc0B4D6E11acc8C,27
0x9465bd294d11e8AA86eb34ff427b42b31d3Eb585,27
0x98060E876cAFC063ffe27d950a06AE52100c4963,27
0x9D4ADb0A5b426Ed81E301AbdA2928b5464673aE5,27
0xa5C64bcdC269282D978fe659e991529588Bc3c08,27
0xaDc9Afc65aE9562bcdF7a381F5B9D2b26266b675,27
0xADF46029721b5c663CFd8ab5bbaF0DfA90B9f766,27
0xb23b17b562b3EFD29175cadC04DA252b61AA8da6,27
0xb28dF404A87A2C8E80B382b37025aec661bD6CCC,27
0xb3ab02E0D4E1a4056754EB197779ACBaAb7227E5,27
0xb49df67e9919Bb522dDabE5E3B490b6303DD2b11,27
0xb568150444975232575daC733BCfea7ebE43033d,27
0xB7E53773171b5ef697db07Ea7766e82b6189E9B2,27
0xBB762a5324E105b703632c828CcBEEB50BfA5a62,27
0xC2e3F235a849f071062A47C368ca7C3583417f2d,27
0xC75461d65AFdfc35AA7765a0C5eFE7B651242F85,27
0xC8D22e531df149D08f53E882FC1c3898337c5200,27
0xD26D750bcDC8a44eb3954a8Da8Ccaf841356c265,27
0xD6aAeA47CaDBAAe8172Aa00931173ff3d4D90c31,27
0xd861929C2E40ac4d5763f148F0632DE24830751C,27
0xd8629383461e8f0f1182703425e417b125122F86,27
0xdEf998929Cf8e1fF51EEA24F5a09cE8d14218736,27
0xe04B61f2779D44Fe5057A0487fA228fCf0BDf903,27
0xe16431e8afb440Df3aBA18a3Ca2712F1963d8D72,27
0xE925326b3e94CeA9848f131690327f48Af107dC9,27
0xe94C5Aa2FE7C06D3D15427247b2fC7819E7e6271,27
0xE96C02D834e65B0d4e5000d756F5D5dEe94E97b9,27
0xEEA623E2D4A3a5c6dB7F7D39d6e1C773DaA66Ee2,27
0xF0e49445D54A422689367F8940cBA3D063126e41,27
0xF2350887b2B4E1Ff863a90F418c1ce86573Eab2A,27
0xf37E42d562BBDB00478BcD4cc1D2bB46a56888eD,27
0xFa6Cf6E354FaF1D1726865a0b4aFf00445A4fCD8,27
0xfCdfbeE409Fa78B0CA8923B6e025f9F91A332716,27
0x01D01bd8bFCc8A83b0901C05F5D478E5e076a147,26
0x06A0F2Fd8A6122dd528c804224883eE422BF0Dff,26
0x0B85912035f79570606EDd2CE5903B085964c827,26
0x0EA818A0BD77601433ce389CF543d5cB280B23ba,26
0x0F33F537c455f445777eB6B832bA274D92d67Aec,26
0x10aF88d7e66190D55E79b7f9812a43D54b489459,26
0x1e4cDFbCe55006A3a213112809Ad2021EB671B2e,26
0x22b90Cd4EdDc71C6639E9A4c53648bD6e52823Bf,26
0x252485a4D0AeDE41be1b4200469433e4DF5494C0,26
0x34313a6863e5298a2B0eF35bDB47fD8f862457c0,26
0x37c3A43bae8F9fFB5Ce4CAE91D9d96598AF54145,26
0x3d2717fCDF642885DaB85ea401041f9B8297e93A,26
0x3D7C061Ca49FCDBf20c267ADDc92bCEA112fE6de,26
0x42153501e761457736aeD8E6E9696427472b2C79,26
0x44e38F3f869eE077eC0aD57762844428928030d1,26
0x455D71917e270806208ff0642Abefe4dC8285C49,26
0x48239a27b363dfce0C12E8E10A000C03db9f197E,26
0x4EC0F50Dc8CE125bb0AD6e686cC6D4c68410c306,26
0x53BFD4f738919e5b5b37231722aD9036A89fEBb8,26
0x576EB4CdE65c3Fea2133cC56d6f5688D7354b72B,26
0x5844a4187675eB8db8CB32c391895684928128CA,26
0x5BD511FDf28c1C873e3D508B9BB5145d5350ee7B,26
0x6232d55ED38C470DD0d649b1E5aFAfCfe93584db,26
0x63026d769f7D45FCbff3862e4A7C47c4dEfb4e29,26
0x6772de880539416107D02b93eE7a14ea2D4F6B33,26
0x68CFC237f7Ba7FC94d927fD2488642D23ec32f8f,26
0x68eE1500690c468E4DBF2B53c19F0d67e6E6dccC,26
0x6ACf4e31343e342Ef9b6D08D613B69F243522A68,26
0x6EE448FEf2AB92a5ee998707F2A7224006557D58,26
0x70d298ED2730aCDBacC7364BA40a2203D0aA2d29,26
0x72c5BD7912f327F5324615362329Bf50da8FDD60,26
0x7797591827A12764A73Dbe79f2651c3037da4e27,26
0x77d71200F1D8239f813A520a90ccBa1c2842323F,26
0x794b4411eA9aF40300A082c98B0a6f15695F7f31,26
0x7F6bdeA7CbE36005318BC4577972F9b34800d4F5,26
0x82dF0CE65b0FF7f905d8542cF674F11786f035C1,26
0x83aD090681dAcEbBD23DeF549A069f8103Fc1453,26
0x84E96bCfC421e9FDAdf48676Eb740eec9abEC980,26
0x8d60d534F8fa3cBC3C2e3211992Dd8C1F695eD1C,26
0x902258c859a8921da2B4fC2fE808F21a45654d46,26
0x91eF700b42415a173c7258287DD991dda8939c3C,26
0x928205b6742e7057180F4D088C239C9D53fF3534,26
0x959A4B7e3BDDa003004Ec4E00dB092f8619098aa,26
0x97b10c99a011a370e12c5dAB7160BcDb5C1b2094,26
0x9b033E400D490c6B1C67e5905571501Fa101ae2F,26
0x9daAa0FF2bE321b03B78165F5ad21A44e3C14bD6,26
0xA3bE0C82F6784a12A323cD07cFBA3E834eDFE5fb,26
0xA9cd0ed350cb7b150ceea0f3FE6E712298394AaE,26
0xACCc104ADC122e30539737796Af5781375EB1EE3,26
0xAf124ea7353220a720983a2D926e5F442B0E839a,26
0xB1d0eEcA942c9E4F34a4Db38dFD313a279A7e2A4,26
0xb2d4B360Fb100af838E70F31f5d3eB3Ef1995250,26
0xb4792aBba2a87F220d56e176C752EDE7AEE69369,26
0xbDA5F0531b7e4382Eaa0a4Ab3e6881F4c1a79d1B,26
0xbEecCD91e2B8815f8BeC2Df70F21a2495Fa3cF84,26
0xBfa5E253Cebb8298596bD00D7c311E5D0B7De6a9,26
0xc1bA166cC2C249816Db1E9D543368d80095ea33F,26
0xC53052b778eEeC061C1A8BA1a2b42Af19e581693,26
0xc8A6d38bE98bB86ED09572FA411797f09E6554Dd,26
0xcad4314d43ef2B31121072bc8fdfd3E54217E1e6,26
0xCBc145A9A179F3F2c49619AEf7B5e32B7C8AE22e,26
0xD3976F5791ACF985D5F354F837b5DF2275b9CDcF,26
0xd45795Ff49782Ea06C9C8102fDb5C8B9D1a7b97C,26
0xE73b38010EB3fbF2AdA387fC3Ef6F98189E23ACb,26
0xea68ebcAcbd1515a559AD26E6F934FfC71050872,26
0xeA949d93d7d8F02Ea42E00a974AD0449bb146417,26
0xeaff86B4fa9635DE0079B09DBB58D563ECdEAF88,26
0xeD15dbF79AFc5DCb01E7642c892004f6aD4086e5,26
0xF2a88EDF79CabCc48052c3CA4b0BaAD4C6DCb882,26
0xF323824dE9a6Cf957d5635A4B8e82463C6E10039,26
0xf4efea03a3838D92Ae76EbD5aa035334ec2554A1,26
0xFA76E39ef5090CD98193a15400f8aF9A64ceeBe4,26
0xFb11A2745DC4a99dEB0F6E6f5F11421a04663F89,26
0xfE93B524297790fB7d0eFE9B5762bA8Ba5385B61,26
0x0451501bec8CA4338D1784Ab4AdBDE1E16aF9C3a,25
0x0517dDD3CEe4d03687BCE98A81e724F08a8F61f5,25
0x052fa7C6e42dC25F612693860CF0F820D745645B,25
0x05DC99A0601CA7F031dD0B24696b8fB5245c90aE,25
0x08CCC64dE06B05a62de97423e9659eE3b90e68cb,25
0x09E4a21b03605D80DD21E53E086353a494F6Af04,25
0x0C468F37E445edFD05600134E3D729bcEd89E4a0,25
0x13993541d5e5FBA9fFBc45972a7301ef282588A3,25
0x19bDfAfd1286374b1b144414d316B5AB32592857,25
0x1a2ddda43b6CDa439aDA9616f4F82CECae5B9349,25
0x1ABaA9000c92Fb7C624206677A957F505f11e747,25
0x1eb13375231207B3365472E31eE418C0F549c463,25
0x2b2222240a7F8Cd247fb3B691bfc6eaE8172ff66,25
0x2BC6E4Fa55764F642Efd6a325b613c7E3819eC80,25
0x2bCa5DB63D97439ed310208f4E13A0149a282fcB,25
0x2bD5b791C6152DC5BCE61BF895A79d77b0eda8Fc,25
0x2c23A303B9d651D03b8ff2248EC2c66DbF244f4d,25
0x33C6BA68854D8d0f936BE3999fDf2C8e90A75e70,25
0x40C2a84eC8E2282EF3b9C99A57e7bC41258056BB,25
0x48B9cF70e0DAeEDD6D5b01C5bc7c9b161f45aa89,25
0x4b16b292C5E2B6c04540c1E753aEfbf39ad02BA8,25
0x4f281bf70852C5A237C07272E441F79329D98f9a,25
0x54f45c227a24851C54bc372D0F784731c160847a,25
0x55aE39Ce8e48E08c71b825Cb9264A1c997b12D12,25
0x56F340Db79630656d30949328786Dc0e60C8d5f4,25
0x58985d09Ae6Fa62ec524224EfcBB29101c65BAdd,25
0x5A0b9204eD6388A1F1d8BCb247E5293f3168a1c8,25
0x618f0C535cd0a5dFF9B737d6edb449F8f37A0a2C,25
0x64C0C97575261455C08f26aFfee2511294b54364,25
0x64e0696B54390eb9E1b403f35A8f4712D67DC5Ac,25
0x64FD33cb515d5B7476BD06A57449065aFcc87Dcf,25
0x6790229efFD811fAa038a1C6d377b3725cFb7A69,25
0x68803030268473E20dB4396dc4B1EA740e4E859a,25
0x6De070B924BDd6E2ddAd76e05f4c7bDA0431c001,25
0x75EF2Cf436cC69421ee9c2b81f16345B3aA9367b,25
0x78120D08D15a87E29622be792A93A65C703f3af9,25
0x79d8D1AB3FCfbBD24d38E2b76Bf1f0653cB83d2d,25
0x7BE1fC9dc44A4273be11d29A977573022894555C,25
0x7dBe2Ef863Fc26a29EDDD5e0376699E9945EeCf4,25
0x818f8f761aa9DCE13b71F48719e80A8ACf057090,25
0x81971F5A070864732A01cE63D7FF9DC1e44f453c,25
0x8342F7C56913A41e5c8e9Ad59b0F4e85c0A6C636,25
0x89e7fBF0f18f6E870F2912697f987d7A543951F9,25
0x8D41cD35c467a8Bd1d5E0EA7F07d644A0C304f88,25
0x944140a217deF1370eeb0A8c51bCAAf52e6a873B,25
0x94Db2386E406d217A6CEA5eb28aCdB2966eA709b,25
0x951e1195f5B49c09779297012F96B9A759DB75e4,25
0x9940b7B596671A3D6CA81e6359Bcf13b90851AEa,25
0x99EC0fe45439e4bF274F8be9Db3Dd28b34dE3a31,25
0x9b8c3dA4d0a0d9Be5EC723A763Db4853F9DC7755,25
0x9d755C9b9CBb3866E352F0e0D87975a32D08bea0,25
0xa5E0232Df194f3f2EdD46040C8B8faf8A954EFF4,25
0xAA56f222ad6495509bbBdad97f127bA5929C14Aa,25
0xaA9859691E74F225FEa27A8B285D9E340C709039,25
0xaFE6F4AA781783e54c4c25542896B25c9A54EDeE,25
0xb044F02539254cCe57EE38b94a7143250F513d6F,25
0xB0f643b184639031b463af77019424873f6818fa,25
0xB1A248cb3Ab349c793B56729aFaE2b7DFb260Bcf,25
0xbB7a994CC408A144E83Ce78A12e950EEdd76665A,25
0xbce55407602459d99D159b36816463384Ea8A918,25
0xBE0452D64dfcc9fAC2782c5EF5DD0ee1EDA30041,25
0xBF3AcA0fa7D7E750134100D14Db6730AE4Cb4f4d,25
0xBFf99BE980B2501789670806aca6D8437A03aEB2,25
0xc0E1A2b25686DdEad5D51847e62dc9B6460608e7,25
0xC1a2B88c75eCA99b8A348556954Aa748A8Cd3f24,25
0xc2b127e4fC42DBD927A3F622f2C16A514d8943a2,25
0xc330BF07f29A9179b3aAd248A6400667D8549Bba,25
0xc33e680b83195B333d07634b3eB3c6B6DaBeD421,25
0xC34a7b0016b5317B465f6b521c51fDb8fAFa8501,25
0xc425cfaaA0E4B382600680b6242A4DFaEE11B56b,25
0xC6f142e4D87167f81c6076C29ba6F93Bf3035C75,25
0xc71435d46BB0C74d2127AB3280598B04CD07691A,25
0xcc11Dc47fFDbefFfb04A33077d82feD637B1DAF6,25
0xce137e6f6937Eb0D9972cb9fc1336E81bA07CD03,25
0xD1453BAb0804a2b7320ff021BD5F6b6CA8744d73,25
0xd2e9a2b9154f02cB88A29b84d10b99e62E71eaC6,25
0xd98268153d93b1cF82FfAe79C9FF2634b1Ac3A4a,25
0xDA90e42DB16a7dE08387D7E1444c64944ac5C212,25
0xdaEd65b2f7600Afaa6170cE136bd181BDdA53fEc,25
0xdB73f6d45D1F651c0dC2B79c5A8E94E38E53ea64,25
0xdbBc16eC59E3fdC4b63Ae057e7723Ca2A6f0b719,25
0xDD0aAA0711Bc6A0174d9e958FdeE3D234145C209,25
0xE094c32F0bD08C14b40566DdD663ebFE614fd86f,25
0xE15530cf160079202677Ea3dAF3454eff3f39d2B,25
0xE6b3F7162f24E35Bb94b5aa4A176E3a4FcaA195f,25
0xE9D27B141B868b5e0d363783ce47954D92c4cfa5,25
0xF70107f232D1D0eC2ef78CF938b7961655429df7,25
0xF75a7bFfbd7e1AAb54c05976b2F1958Dd9f77d50,25
0xf910Df3F6007C05c8Ed71cA3Bafd328595E8c6E6,25
0xf943A7eF375A886e7dcE80365166284ac6557b18,25
0xFaADBe6580841ea5b4372553Ba157B12A53bea2a,25
0x29336580Be28abECe6412836819a5c22E64EE997,24
0x30D0aA20Bfe31156A9964aa997B3468FF57Fc29C,24
0x40DC1B3f76D374BF46ba7ad60185C00a47f55831,24
0x44dE26F2d994590acBe0A073c9ba1859a58BbFD9,24
0x6f6078acE0fF7d6F00b2089ad37FC1209a3C49C6,24
0x9b4531e6c31117333eA43A85311b8210555B4c93,24
0xc1E58b7BF820e81fE1149e8bc878A9b3D309373B,24
0xcAaFd70E9286507Eb7Abc3c5DCD45e48305BbE8a,24
0xcB730b834897Ac909FA1070cCEAa58cb0Fd6C117,24
0xE6d73c54377b38f1D15E144B881FaF75aCc590B4,24
0x051ce1738309155d2f8EA5cFf17aB59df9187c99,23
0x0e54E94D8A48455985859C2eb701EaD03594D901,23
0x18e074b78CA0DabB1D0553377B6b3e45E25ECE39,23
0x200f92426b834f0b93b6C6d4383A1Ed6b66b3C47,23
0x23d0e3a5d170E1a7800e5A088F100Ec033a2863c,23
0x24486204E692fCD8d1F218AE1F311832F42eD06C,23
0x25D5C457E07BA1558660Fcbc9589731F93811086,23
0x3A6a1d8a98935f4a5Abdb1E4CDdAd6485544B127,23
0x4713bE830279c694857022a086a12023a9A6f876,23
0x5cB4dC713963b25a875d7f4A99E2EDC760376D88,23
0x6313388FC94af4a7779EcC148E8e91C5B03EA0e1,23
0x8828ca9Fa0bD9Ff08545654f0980B6AA911b0780,23
0x9e7b8A3f0823fCDEdAd503905aB80B94cdDA0d05,23
0xAEC5f33E1B6CB37E6b80779A6ce0670499D4c3Ca,23
0xC11Ce015B0D892e82c9b5dfDa59220e2fb9165aE,23
0xD24E152fc4A4887388de978F0174AD43E5B24980,23
0xDCA459D3a8fA0e2D26E107fa9f5964D8a3Bb917c,23
0xF20d4539c27b834CaF2AFFF6aF1c3796c70184d4,23
0x0e47eA118a5C022e6377Dc6bC2356BD892aF383a,22
0x0ff6B0bB51247bf5723Cfe31cbb5DaFe5CEf6f49,22
0x1DEf927b22106F3851EAe73af5Ef4B74515d3879,22
0x2198c2E6fa4e49a0B53D90ba216A3D3844fdAB40,22
0x3A914feF3a9d1f0293B3F7Af2Db66790Bd8BE47F,22
0x54D22C0ba51235c544A77a0c71F8Ef8d56abaD04,22
0x596df5360E1Cd4C578008DcCb908140456Aa900c,22
0x618289586D19511a63D96A27501a005c4c5A09eF,22
0x794FAa038cB31c142d48CC0631A6FE1cf49AA154,22
0x8693855fc59d848E431E67de42bCEE6741DE2C9a,22
0xAec8249283e02a1C819676A82C75AAB347384ACe,22
0xb083a8CC519eD2899E20A9db8b6A479cC6fABFf5,22
0xB231bE83D87487C9c31D422A1676DD3C2f2Ee08a,22
0xbe1999EB32E74b6371AeDeFDDDEd9bCFc598D132,22
0xCA13463Eac8f3bA3D20340bd995206bda2D70B20,22
0xD6b2F31304B8cF6a262C91Fa5E7fA45c1f26ABBC,22
0xDa4eCF93f4FF9aa1F868a39C5520d29e1A9F07De,22
0xFB7347BDF209Ba7Ed3f0d7DBFD4c34B9A9f877ae,22
0x26015B055494BA27aef326b7EfAd3E5Fe030f22B,21.5
0x0af8ec68F0D7CCdCCB97b3aAF92DC5ac8ce2bFbF,21
0x0be8068e0b28Da94305AE9A954E8005120d9c4B0,21
0x1d94aBe3CD58CB6c40CE2EC899F5f9D34dB2B3A7,21
0x22504C48f081DC2175F89267B0b20d074C9063D2,21
0x232e7070866e1946912B97638e3cb7FeFdE59669,21
0x26e2419FeA1De03f8d3EA9b539ea2e89dCb7cB27,21
0x2B4338A0f6cB2DFBA85d3569C9a7Dc69b95aBc00,21
0x35168746FFBd16b0fd97E94AC9E46f6d6aCD7eee,21
0x3E92B208c457Cd889E1CDd3a01921f1a8cffB11B,21
0x5379414745f63DA71c0C3Ae79441a27C1759f465,21
0x53A6F2B291BeC4Df1d7e9aC4F7A835464Ff28c7b,21
0x5c05c6D6fec8D385CDa37407210ceDf5DF9c77ff,21
0x65364d24F62F21c9Cd96935cc129d2D43E53b44a,21
0x6a1F1Ca328b82049E5D3cd9eFfce1e1E1170b4FD,21
0x7185bE8916238c368689A4EAf5f5391584dC80D8,21
0x8abD20d8cc655CCafd83129c0D57E8b5A5EBbF77,21
0x93012FAA1b4c7aB33529ea61EA9703B7A72b6311,21
0xb32bACC63b80cb4509869579B2C992a9e26E4E55,21
0xb38b0F20f1a3AC4289DB19a462ED658360969305,21
0xB9d92B8a0B6a1A08aF1f52E126E9574a44387Ba9,21
0xbEFFb520497AAc7592E6b845B48E61fC94AF29bA,21
0xBf166B959DacE31d9fb60a3fED8471D801ea8F15,21
0xc5B8f9326813d42223005966C7322c79FE331Ea3,21
0xdc9b021631bD6b4D69D44BE8a23945cDFBC4de17,21
0xeb7AC743F25059784F9EE9092eaFCaDd4Dc141a3,21
0xEB88aC519aED5D07eC87fe1aa44D4f9626Ca71f7,21
0xEe8F6759fAB9329EAfEA08C7cDF279d019b79b9b,21
0xFB9f59E2039aF618cbFb5Bb9eedD61b91BDd301B,21
0xFDa89388Be4AB3baea9876bd8CF0597EbE7ae53D,21
0x03f2aCAC940247c5B1E8Fc7e399FCE735bf26F95,20
0x0736878aceC9ab4aD1f84cC2686644b68A8a6C56,20
0x184BA2e5255193595A063b01563829108c6383E9,20
0x1a070eea53e2145cc64ffb6C456CE99c165D8c07,20
0x1aD86c52069C33572b8Cf91805F56f5fDc625D1C,20
0x1b11a7Dc048B75B9605405cfd041FB280Ba184C8,20
0x275b47e023911109E1d71Eeb0f42E2E0c90cCd8a,20
0x325B38bFD989ed85079135573e0e361ca7A2f44E,20
